host,source,url,available,labeller,archive,snapshot_date,target
telego19.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
bgosha.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
newbc.kr,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
esteri.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
the-ans.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
tokudakenji.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ironhelmet.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
djurrattsalliansen.se,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
smtown-official.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
denfaminicogamer.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
scracked.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
lancashirerugby.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ebuuz.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
blockchain.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ulyces.co,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
bitrss.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
theeastafrican.co.ke,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
blokt.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
saverimrosevalley.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hoop-ball.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gamerix.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
playbrain.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gph.is,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
coron.tech,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
setagaya-pt.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
wixmp.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
paulkuharsky.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
smarturl.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
spincoaster.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
du-hd.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gizchina.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
dropmk.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
esthe-roi.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
awwni.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
icostream.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
tvwindow.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
dotesports.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
royalnavyrugbyleague.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
biorxiv.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
overlord-anime.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
z1roadmap.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
townwave.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rcn.org.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
sexfemme.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
kpopping.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hiwasseetigers.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
twib.in,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
vseprosport.ru,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
lawyer-kawai.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rotoballer.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
horyou.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
newtalk.tw,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
btolat.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
toshoken.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nym.ag,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
soundgasm.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
retaildive.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
tcrn.ch,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ashishkale.in,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ff14.co.kr,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
calcio-addict.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
cricscorenow.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
leafycafe.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
attackofthefanboy.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
clownpubes.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
asantekotokosc.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hitsongsdeconstructed.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
redemptionmarket.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
cheshiremasons.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
discord.gg,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
theins.ru,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
jo-no1.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rugbypass.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
xrparcade.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
brindisitime.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
slotscasino.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
jejutwn.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
thecelebritieslife.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
greenlivingguy.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
defensemaven.io,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
mydup.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ad.nl,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
referron.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
primekey.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
greenzonwheelz.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
clutchpoints.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nuotomeet.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
multiversitycomics.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ampproject.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
towershibuya.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
droid-life.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ohbsn.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
carisma-store.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
mondonapoli.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
iphoneincanada.ca,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ezbigdeals.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
kruwandee.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
shr.lc,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
jla.or.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
soci1.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
crypto.iq,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
itoboz.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
agooka.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
primexbt.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gelocal.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
trib.in,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
dilma.com.br,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fitmanitoba.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
androidauthority.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ctv.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
brightdays.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
tankanokoto.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
sugarhillbrewing.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
vidble.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
amber.taxi,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
pewresearch.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
celebrityfyi.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rikkyo.ac.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
theneweuropean.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nibiohn.go.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
iphone-mania.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
link-man.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
critictoo.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
negitaku.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
dobrev-nina.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
grapevine6.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gematsu.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
elnacional.cat,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
n.pr,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
kyobun.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gamingonlinux.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
toto.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
verte.tv,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fantasylabs.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
loudersound.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
khaosod.co.th,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
jaefans.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rimrip.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
naturalhairywomen.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
piccash.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
worldofwarships.asia,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
420links.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
webtruyenfull.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
forkdelta.app,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
immunitet.az,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
numan.tokyo,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
souhatsu.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
blockmanity.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nerinaazad.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ufcfan.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
1fortlauderdale.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
preservationiowa.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
guitarhertz.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
socialfabricart.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
icolink.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
slideplayer.fr,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
j-storm.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
izu-np.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
flcl-anime.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
boletinmexico.com.mx,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
aktsk.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
coinpiace.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
12up.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
indy100.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
filmibeat.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fajarprediksi.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
vikingsterritory.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
radarbangsa.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
blockchaintransparency.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
pcgamingrace.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
sofiaitc.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
saferoutespartnership.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
veekeez.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
greatcourses.co,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
plurielle.ma,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fooddive.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gwu.edu,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
theashleysrealityroundup.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fordnxt.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fedefutguate.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ddnavi.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
marquimanagement.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
fighters.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
eathealthyeathappy.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
thedropdate.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rko.fm,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
positivepsychologyprogram.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
positivestocks.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
e3lam.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
impresagreen.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
chacott-jp.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ldh.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
techthriller.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
mext.go.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
morningstar.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
rjbroadcasting.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
selectcarleasing.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hapn.cool,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
vrscout.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hindumunnani.org.in,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
futureartist.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
footmarseille.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
psc-inc.co.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nsa-surf.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
entameclip.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
saidaworld.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nexxxdfs.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
935thelloyd.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
axesport.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
coinidol.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
thefullpint.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hwbattle.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
bazibaza.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
coinspice.io,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
pjtec.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gloocall.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
exrates.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
teles-relay.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
uofl.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
dinarrecaps.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
matometa-antenna.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
v68k.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
angel.co,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
foodieexplorers.co.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ligafebril.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
markmanson.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
localtrade.cc,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
sport-japanese.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
stunningfitnessgirls.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
footy90.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
strawpoll.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
kinder-world.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
neet-the-world.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
cream.technology,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
footballspider.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ministryofcannabis.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
agpnoticias.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
stritchwolves.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
genocideinsyria.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
zcubes.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
refinitiv.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
apple.co,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
diamondit.pro,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
tvlife.jp,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
masternodes.pro,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
crazydaysandnights.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
unsee.cc,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
ceofix.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
bronxpinstripes.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
thepointsguy.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
vinepair.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
treblemaker909.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
yuzu-pon.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
citified.ca,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
aztehsil.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
utamaspice.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
bankb.it,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
tribetica.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
kidsearnmoney.co,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
warhammer-community.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
nongaek.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
guerrilla-capitalism.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
bongino.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
beateatingdisorders.org.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
new9.ru,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
2019discounts.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
marysheirloomseeds.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
wp.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
archive.is,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
leevia.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
secureworldexpo.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
mundoperfecto.net,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
gogo.mn,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
dearpresidenttrump.org,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
illuminati.am,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
monster-strike.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
abnb.me,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
clintonkowach.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
draldevelopment.uk,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
buntobi.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
puu.sh,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
baawaba.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
boricuaproducts.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
hackernoon.com,Twitter,https://www.twitter.com,TRUE,Webshrinker,None,None,non_news
