host,source,url,available,labeller,archive,snapshot_date,target
dailypress.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
pressofatlanticcity.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
lansingstatejournal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
consortiumnews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailybreeze.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
eagletribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
news-leader.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
southbendtribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
globalvoices.org,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
qctimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
bellinghamherald.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
burlingtonfreepress.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
kitsapsun.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
news-press.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
therealnews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
washingtoncitypaper.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
centredaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
argusleader.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
universalhub.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
wcfcourier.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
statesmanjournal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
aspentimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
vancourier.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
multichannel.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
newstimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
fredericknewspost.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
arktimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
lacrossetribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
heraldmailmedia.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailycal.org,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
naplesnews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
lowellsun.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
gazettetimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
sctimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
delcotimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
sentinelassam.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
journaltimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
standard.net,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
journalgazette.net,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
njherald.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailyrecord.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
sfweekly.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
postbulletin.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
magicvalley.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
watertowndailytimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
usatoday.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
newsminer.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
tylerpaper.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
independent.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
pasadenastarnews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
sgvtribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
globegazette.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
theoaklandpress.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
bismarcktribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
santacruzsentinel.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
azdailysun.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
guardianlv.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
siouxcityjournal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
poughkeepsiejournal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
durangoherald.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dukechronicle.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
globalissues.org,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
nwfdailynews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailygazette.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
vaildaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
capitalgazette.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
rapidcityjournal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailybulletin.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
leaderpost.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
loudountimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
tri-cityherald.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
leadertelegram.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
bendbulletin.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
stanforddaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
goupstate.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailynorthwestern.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
thetelegram.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
presstelegram.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
timesleader.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
columbiatribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
metrowestdailynews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
heraldcourier.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
macombdaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
courierpostonline.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
heraldnews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
sentinelsource.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
elkharttruth.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
nashvillepost.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
heraldonline.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
elpasotimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
summitdaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
therepublic.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
herald-review.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
lmtribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
news-journal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
southcoasttoday.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
mercedsunstar.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
thetimesnews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
dailyitem.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
newsadvance.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
charlestoncitypaper.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
fremonttribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
timesdaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
gazettenet.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
newsandtribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
merinews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
democratherald.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
ipsnews.net,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
sunherald.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
businessreport.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
capebretonpost.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
timesargus.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
johnsoncitypress.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
michigandaily.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
greeleytribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
gettysburgtimes.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
thetelegraph.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
tahoedailytribune.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
patriotledger.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
indexjournal.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
statepress.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
starkvilledailynews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
conwaydailysun.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
hollandsentinel.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
starnewsonline.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
abbynews.com,AWIS,https://docs.aws.amazon.com/AlexaWebInfoService/latest/index.html,TRUE,Webshrinker,None,None,news
